sizeOfTrainingSet,averageError,stdErrorOfMeanError
1,1.2059994928155628,1.4601459666081293
2,0.9266669148887909,0.9209218702866643
3,0.8023578230696066,0.7278885983710863
4,0.6522048332606044,0.537515763079884
5,0.5626541355246946,0.4611361422011178
6,0.4598186588372502,0.29836586452462005
7,0.40032746196006025,0.21548210982040938
8,0.3528789117804595,0.18280919219613134
9,0.3563070980459452,0.15078226983590345
10,0.312806933743613,0.1172654736384467
11,0.26161152386665343,0.08522447259668336
12,0.26664987016575675,0.08278169489222272
13,0.25846151322126387,0.07704119678786747
14,0.2523988654464483,0.07840813490462126
15,0.24867746863833493,0.08418998962182703
16,0.2655049971533673,0.07504692411150417
17,0.2616224276913064,0.07307409065178204
18,0.22479550380791938,0.06385318413387649
19,0.2451415939756802,0.06973310434786804
20,0.2594977696154799,0.07229055534839517
21,0.23269938981107302,0.061367104088918725
22,0.22902783986074585,0.062390897060736805
23,0.23126868372942713,0.059263490109092654
24,0.22047256214278083,0.05890906257181845
25,0.22477890906163625,0.06184881723279021
26,0.2123329352608749,0.05090408341359705
27,0.20274943603362358,0.049127506189231146
28,0.19550700647916117,0.0443463493986463
29,0.21847723295007437,0.05411684814189372
30,0.21312535464763643,0.04678495787721142
31,0.2037891493993146,0.04422914796472965
32,0.19650379030193602,0.039479586419025076
33,0.2138159219835486,0.04804052708458791
34,0.1989365358352661,0.042557230973048754
35,0.1996572623423168,0.0458029446686106
36,0.2089473469938551,0.04496748767849401
37,0.213965566650033,0.04569685330389398
38,0.19392450046965054,0.04059918708086902
39,0.2029571408246245,0.03983129424153711
40,0.1970389672539064,0.03990346454961042
41,0.1876739157821451,0.03457085210025241
42,0.20454086563416893,0.039099888101015244
43,0.1862807775608131,0.035728078321300094
44,0.19929022220202858,0.04198613687914666
45,0.18208129659295086,0.032790906476894484
46,0.1988903565960271,0.03673836482850346
47,0.21229420195945672,0.04383159252262769
48,0.19026756368790354,0.03161449539449896
49,0.1920052320552724,0.03305331228667609
50,0.1891978228730815,0.031661418657783644
51,0.18251499801448415,0.02853725320480001
52,0.19253021458004205,0.02711630753728419
53,0.19733391515697754,0.03247684986838319
54,0.19186711106981552,0.032271644485150984
55,0.20155876722931865,0.03289839468381044
56,0.18579789204469752,0.027228885218752465
57,0.19793883754525868,0.029362620002439156
58,0.19306994364942823,0.032547953361470205
59,0.19227029725270617,0.031396739926887664
60,0.18834153352464952,0.027710928964681452
61,0.19775834168387313,0.033016468659326545
62,0.17773788353587902,0.03163824772060325
63,0.1859772992687566,0.028577790881646827
64,0.20450853773738661,0.03548893896581906
65,0.20620943140770712,0.03220340462372128
66,0.20439629401266576,0.0317229897126262
67,0.18211966991424564,0.026292724018403917
68,0.19438043011937825,0.029808425349803165
69,0.1873301422553403,0.03150939630206721
