sizeOfTrainingSet,averageError,stdErrorOfMeanError
1,1.1753923628883702,1.6212466786480613
2,0.8984123943448067,0.9432119073916998
3,0.7285193917229772,0.674548252372135
4,0.6291364298888615,0.5448884139465647
5,0.5866810062586196,0.4846866516994527
6,0.5434911474393946,0.42611149409589927
7,0.5234448668844999,0.38823249533048954
8,0.4888148004050766,0.35756479642970856
9,0.4763697745629719,0.33399585785957764
10,0.46205508979090626,0.29989531746605697
11,0.4440368118174374,0.28337740425725744
12,0.42709814931345835,0.2684040074022521
13,0.4288831190658467,0.2642922230474197
14,0.39016467785036985,0.22981547714001785
15,0.3840327699988016,0.22328094777168758
16,0.3797579880984766,0.21010354643948567
17,0.375503238564091,0.20450521988805867
18,0.3720915916051183,0.1977874795296876
19,0.3758973153494299,0.19352958271564466
20,0.3716606866696051,0.172480344843225
21,0.36219566540952236,0.165028616675522
22,0.3695901485516557,0.16430183257915548
23,0.3428983586244285,0.15190645911787934
24,0.3430563065457557,0.15048021004168055
25,0.3284172834993473,0.14505097679100698
26,0.322559473572565,0.13288112449657705
27,0.3226513662343578,0.13193244171130764
28,0.3152998833645667,0.11579003043849796
29,0.32281420935583965,0.11279431180287877
30,0.3264682102421565,0.11207333185048574
31,0.3164549841119775,0.10504064664642894
32,0.29587417376573594,0.09902061291974007
33,0.31484186905462824,0.10381224561844923
34,0.3100297684014908,0.10163277857142387
35,0.3018439851648041,0.09737724658700066
36,0.3001409439572266,0.09655158720945066
37,0.3040575147233904,0.09381086838784376
38,0.29275748480749986,0.091366695221662
39,0.29245173229490007,0.09294733266154634
40,0.2925563616747303,0.08626123392211464
41,0.28910207351510014,0.08458823301318756
42,0.2793863722586207,0.08430440033937729
43,0.2999529180345791,0.0834848857199885
44,0.2976756157124681,0.08455306808712988
45,0.2970390619263053,0.08213059355908461
46,0.28034832480390154,0.0782962220306434
47,0.28305430400158677,0.07982168781972634
48,0.2824538191077965,0.07684039405425142
49,0.28049136556312443,0.07833065468963077
50,0.27624628684297203,0.07686572093278647
51,0.27112771698566424,0.07636524972475837
52,0.2827516381224351,0.07975958839851575
53,0.28060551565459796,0.07459767293268355
54,0.2776145565483187,0.07537003560180758
55,0.2720667210375624,0.07247834930283625
56,0.28225203737350446,0.0735362733131397
57,0.27023526503677875,0.06968198969728992
58,0.28235335429438524,0.07189223895482394
59,0.27854128463246997,0.07142863727108685
60,0.2598142025428159,0.06676471518042573
61,0.26551642317697405,0.06931919535220891
62,0.2637039131788271,0.06701840094903014
63,0.27208629990262645,0.06715212740793335
64,0.2740490246180977,0.0671344698391223
65,0.26716498706968766,0.06752218071037208
66,0.2700739689111443,0.06815097368503135
67,0.26769703977900955,0.06515306236590443
68,0.26832957423238885,0.06406888853991764
69,0.27692496935750494,0.06532130851244587
70,0.26457186434857016,0.06539918334473155
71,0.2807665163268601,0.06792102635897887
72,0.2707206774455096,0.06472804920348968
73,0.26747448764422105,0.06367982501675107
74,0.2612661543328847,0.06504935140472716
75,0.2638660290818662,0.06419642581252095
76,0.26408391793322517,0.061650925176236104
77,0.26044341970484575,0.061158213043281374
78,0.2534655057005584,0.060059326739609155
79,0.24788799246177742,0.052922331041593614
80,0.2489812574461768,0.05210609101846544
81,0.24514288813886895,0.051952284184218475
82,0.2481397154951867,0.05152032580842258
83,0.2435217797238646,0.039858316573701924
84,0.23367015097809157,0.039566784418326686
85,0.2304489268938861,0.03840094143620057
86,0.2354060823808291,0.04002005331000265
87,0.23221550241884376,0.038102849161177975
88,0.23648405912079867,0.03813471569555765
89,0.22059883397764393,0.03055980621911791
90,0.2188883601695831,0.029517762019110882
91,0.21972188676241786,0.029605050378881427
92,0.2080627246122832,0.0287196678211016
93,0.21215329622330945,0.028908643831997774
94,0.21841776877954752,0.028963952847948754
95,0.2094832205876176,0.027523585953084424
96,0.21564684275777216,0.0288772262951452
97,0.21367485200587125,0.028570873931094927
98,0.21522490574958336,0.027635881274488308
99,0.213918552399746,0.02875421935176808
100,0.21485055645023074,0.028438427002564336
101,0.20742544603520738,0.027829634872790016
102,0.21647485236291375,0.028035445713959554
103,0.21350237703802327,0.027415764145842483
104,0.21118058353635882,0.02742075838383355
105,0.20661450216599875,0.026820658519645296
106,0.21858615791637984,0.027489179447644042
107,0.21389682756204692,0.02699829683209753
108,0.2084051316710455,0.025879128226944118
109,0.22022531048368132,0.0276740574415791
110,0.21317009731488565,0.02683641910923616
111,0.22046902237938984,0.027400966661051063
112,0.21679337360736514,0.026174877180348215
113,0.21369684508921843,0.026235880281692076
114,0.21675474751900348,0.027157019603169276
115,0.20776126458761945,0.025914210212112234
116,0.21883763119152616,0.026844009372960526
117,0.21736955074646644,0.028438106434155036
118,0.21112665143449394,0.02553307923657091
119,0.2173495524871562,0.026108484683667523
120,0.21515547391346526,0.026935313573468136
