sizeOfTrainingSet,averageError,stdErrorOfMeanError
121,0.2187665153991963,0.02624029315989139
122,0.21374642928157533,0.02576222788607977
123,0.21669544128514828,0.0260654211815496
124,0.21517715666922074,0.02525613553330191
125,0.22251105092731974,0.026334007383365304
126,0.22290214223268306,0.026602762664642784
127,0.22346397262306086,0.02565973455424656
128,0.21842222474488832,0.025363161148467
129,0.22110497436951845,0.025833383169108565
130,0.22449036821310542,0.026600555232882787
131,0.21511038891811457,0.02450493095802448
132,0.23352363865609677,0.028454756722543134
133,0.22218742005314146,0.025267814142543088
134,0.21575460890946643,0.024370388628997944
135,0.21949962614317023,0.024832243856677393
136,0.22100698390376886,0.02542268597468794
137,0.21308745810495955,0.02406538896017013
138,0.22099267022817265,0.025138893150556757
139,0.22187981962678688,0.024732934561051762
140,0.21528310966598138,0.025101148681118044
141,0.21665513817779722,0.02333810273146726
142,0.22178523622586258,0.02373194386315393
143,0.20847812315156417,0.022617920634370032
144,0.22089850162209143,0.023484246652373805
145,0.21844562086835503,0.023339129458456575
146,0.21229260162077845,0.022545299934420438
147,0.21315169773969267,0.02284249685915448
148,0.2121862984116056,0.022799097164190797
149,0.214974535524579,0.022488364202647708
150,0.21799905930246627,0.023460200266470336
151,0.2214341444723042,0.02350636351762571
152,0.21088333930128386,0.02183539735633143
153,0.21473204492631234,0.022415383673691527
154,0.21056601247537352,0.021825970722757427
155,0.2149077699583556,0.022128812004597893
156,0.21624769912660124,0.021979346496837363
157,0.21910613098847015,0.023471255092940305
158,0.2183294641038935,0.02233395800923358
159,0.21955053560435772,0.023379531928251224
160,0.21830260376183186,0.022076747073649858
161,0.21410759470099583,0.022007484502796732
162,0.2139564215214923,0.021622371049592724
163,0.21797382435628346,0.022981850726391757
164,0.21072355301465306,0.02157398550715746
165,0.2140089731030166,0.02171914491400392
166,0.21735277527996472,0.021773374823855052
167,0.2146885581330529,0.022303794248357676
168,0.21265162918450575,0.021789433658364686
169,0.2189425757567265,0.02252852826130886
170,0.2122136605094586,0.020609986928294965
171,0.21344981178468359,0.02187338035189668
172,0.21065074257605845,0.020721692352679493
173,0.21313272154517474,0.021523739678223717
174,0.21222259946300515,0.021259681279984503
175,0.2154451113880745,0.021220043656381447
176,0.2165117791853845,0.021960425832467993
177,0.21652283412909934,0.021930837709462758
178,0.209792556094804,0.021008520637536325
179,0.21296061702764463,0.021727335135672345
180,0.2090660546267671,0.019697667674859136
181,0.21298752971206392,0.02038074815295906
182,0.20984028723862552,0.01908611885649915
183,0.2134938955157995,0.020351673825491263
184,0.2167560488605606,0.020435468543784377
185,0.20919616189599038,0.018969117013111
186,0.20832610593044334,0.019319029145131606
187,0.20671567052655987,0.01919901797322432
188,0.20499176147181009,0.018574867597861422
189,0.20998665275717418,0.019827600490292783
190,0.20811812861636284,0.018539684866797163
191,0.20995917419450624,0.019886765207359047
192,0.2052643380447158,0.01881224790663088
193,0.20906884023281083,0.01894321568993617
194,0.2023703216681523,0.01899496467647721
195,0.204563256341964,0.01791417594539564
196,0.21170685093317715,0.01878572666423119
197,0.20772467646335388,0.018834722961503732
198,0.21085021476287927,0.02011773369783482
199,0.2116773648057133,0.018783411386294576
200,0.20811155032898698,0.01778114108628594
201,0.20885391948425344,0.018103747276303497
202,0.21399482536076433,0.01956494264505366
203,0.20458141184544987,0.018107880863855806
204,0.20261126556513565,0.017950979831830444
205,0.2090248374598367,0.018450663226613602
206,0.20609951674951507,0.017819303723645024
207,0.20806528028739352,0.01860344590828946
208,0.20545446589110153,0.01800375140017814
209,0.20252959221388614,0.017368423581211816
210,0.21072959174428668,0.01814423166801297
211,0.20359760230886087,0.017678532307541236
212,0.20811058301797938,0.017832588309946697
213,0.20179895655331867,0.017497900117084745
214,0.20448845235790525,0.018049006315431736
215,0.2090141571142844,0.01712905041690999
216,0.2043921418775405,0.016681464203735244
217,0.21299423641392162,0.017396422258311332
218,0.20600223459463035,0.01706953895442444
219,0.2085705067840006,0.0169991647634404
220,0.2059956144546824,0.017328052656705055
221,0.2011371976185058,0.016751307064354133
222,0.2101188814368631,0.017366529054878923
223,0.20360664779692889,0.016425453012923863
224,0.2072932094277016,0.01742108879405834
225,0.21211503427049944,0.017480607793488374
226,0.2067019290141761,0.01639275227997999
227,0.20471636906851615,0.01634101067008722
228,0.20134705470662032,0.016568660673592996
229,0.20192950156756814,0.015981896089816577
230,0.21113317516871863,0.017027616579378374
231,0.20265099782124163,0.016056165986338248
232,0.2061380409209856,0.016412729176169715
233,0.2032354541277247,0.015571097506709703
234,0.20398807471085872,0.015959254094358007
235,0.20144314587063022,0.01604586266283323
236,0.20414721177731243,0.016453512016630294
237,0.20562354549712367,0.01688066902623473
238,0.2081506152153015,0.016468613767927937
239,0.20081683488988447,0.01613982253095467
240,0.20430420181740608,0.016764621760375378
241,0.2081911144139511,0.016679448645435312
242,0.20806016491300292,0.01686075885541192
243,0.2040978594534099,0.016412214211061114
244,0.20655709116533397,0.016949557722148453
245,0.20651630302252513,0.016505938744221186
246,0.2123936329617032,0.016721488524664298
247,0.20445319044270685,0.016751860536886334
248,0.2020724043170256,0.016038986360056403
249,0.2110946356058121,0.016980564801115344
250,0.20083446941737618,0.016422865062118246
251,0.2000235443498407,0.016165513347849977
252,0.20183075808148299,0.016143063702578838
253,0.20218634603119323,0.01576028382563278
254,0.2002884564511478,0.015524538254168815
255,0.20164251487223164,0.015979253256359176
256,0.19460196937514204,0.014929182339985846
257,0.2020919296853244,0.01596869906084073
258,0.1947103820528303,0.015147325910275414
259,0.19773068454648768,0.01581339732618576
260,0.20440335034259727,0.015528598351956458
261,0.2038427145369351,0.015351804217588763
262,0.201329352412905,0.015017166220589103
263,0.20213826989595376,0.015517417346984693
264,0.20214591716176697,0.015815539011336803
265,0.20182692030604396,0.015734712968998126
266,0.20183561657422353,0.015102894106171012
267,0.2048863011337817,0.015338685133310917
268,0.2034071558846959,0.015142990078898909
269,0.2076724007172244,0.015688402194768577
270,0.20541178122269255,0.016041913798785026
271,0.20008056437969207,0.014923528000249462
272,0.2011438841010843,0.015030390049898649
273,0.20588262426374215,0.014795002393451221
274,0.19968611133737224,0.015022311085869636
275,0.2016911064647138,0.01512647634627616
276,0.20137450156999487,0.014855521560262663
277,0.2032439181432128,0.015035485206725542
278,0.20020705650214637,0.014903442362688467
279,0.2006874544923859,0.015452427717936772
